,NOC,Year,Medal,Event_Count,Cluster1,Cluster2,Cluster3,Cluster4,Cluster5,Cluster6,Cluster7,Cluster8,Cluster9,Male_Percentage,is_Host?
338,BIH,1992,0,13,0,0,0,0,0,0,0,0,0,0.0,0.0
339,BIH,1996,0,12,0,0,0,0,0,0,0,0,0,0.0,0.0
340,BIH,2000,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0
341,BIH,2004,0,11,0,0,0,0,0,0,0,0,0,0.0,0.0
342,BIH,2008,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
343,BIH,2012,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
344,BIH,2016,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
345,BIH,2020,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
346,BIH,2024,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
347,BIZ,1968,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
348,BIZ,1972,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
349,BIZ,1976,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
350,BIZ,1984,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
351,BIZ,1988,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
352,BIZ,1992,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0
353,BIZ,1996,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
354,BIZ,2000,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
355,BIZ,2004,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
356,BIZ,2008,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
357,BIZ,2012,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
358,BIZ,2016,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
359,BIZ,2020,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
360,BIZ,2024,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
361,BLR,1996,22,115,0,0,0,0,0,22,0,0,0,55.98455598455598,0.0
362,BLR,2000,25,109,0,0,0,0,4,21,0,0,0,55.41125541125541,0.0
363,BLR,2004,21,121,0,0,0,0,0,20,0,0,1,54.6875,0.0
364,BLR,2008,29,122,0,0,0,0,3,26,0,0,0,59.49367088607595,0.0
365,BLR,2012,21,110,0,0,0,0,3,14,0,0,4,53.51351351351351,0.0
366,BLR,2016,15,86,0,0,0,0,3,12,0,0,0,45.774647887323944,0.0
367,BLR,2020,12,90,0,0,0,0,1,6,5,0,0,40.87591240875913,0.0
368,BOH,1900,4,9,0,0,0,0,0,2,0,0,2,77.77777777777779,0.0
369,BOH,1906,2,22,0,0,0,0,0,0,0,0,2,0.0,0.0
370,BOH,1908,2,15,0,0,0,0,0,2,0,0,0,100.0,0.0
371,BOH,1912,0,26,0,0,0,0,0,0,0,0,0,100.0,0.0
372,BOL,1936,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
373,BOL,1964,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
374,BOL,1968,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
375,BOL,1972,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
376,BOL,1976,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
377,BOL,1984,0,11,0,0,0,0,0,0,0,0,0,0.0,0.0
378,BOL,1988,0,12,0,0,0,0,0,0,0,0,0,0.0,0.0
379,BOL,1992,0,18,0,0,0,0,0,0,0,0,0,0.0,0.0
380,BOL,1996,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
381,BOL,2000,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
382,BOL,2004,0,11,0,0,0,0,0,0,0,0,0,0.0,0.0
383,BOL,2008,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
384,BOL,2012,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
385,BOL,2016,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0
386,BOL,2020,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
387,BOL,2024,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
388,BOT,1980,0,8,0,0,0,0,0,0,0,0,0,100.0,0.0
389,BOT,1984,0,6,0,0,0,0,0,0,0,0,0,100.0,0.0
390,BOT,1988,0,8,0,0,0,0,0,0,0,0,0,100.0,0.0
391,BOT,1992,0,6,0,0,0,0,0,0,0,0,0,100.0,0.0
392,BOT,1996,0,4,0,0,0,0,0,0,0,0,0,100.0,0.0
393,BOT,2000,0,5,0,0,0,0,0,0,0,0,0,100.0,0.0
394,BOT,2004,0,8,0,0,0,0,0,0,0,0,0,91.66666666666666,0.0
395,BOT,2008,0,11,0,0,0,0,0,0,0,0,0,81.81818181818183,0.0
396,BOT,2012,2,4,0,0,0,0,0,2,0,0,0,75.0,0.0
397,BOT,2016,0,7,0,0,0,0,0,0,0,0,0,78.57142857142857,0.0
398,BOT,2020,1,9,0,0,0,0,0,1,0,0,0,68.75,0.0
399,BOT,2024,5,9,0,0,0,0,0,5,0,0,0,89.47368421052632,0.0
400,BRA,1900,0,3,0,0,0,0,0,0,0,0,0,100.0,0.0
401,BRA,1920,6,10,0,0,0,0,0,6,0,0,0,100.0,0.0
402,BRA,1924,0,15,0,0,0,0,0,0,0,0,0,100.0,0.0
403,BRA,1932,0,28,0,0,0,0,0,0,0,0,0,95.52238805970148,0.0
404,BRA,1936,0,37,0,0,0,0,0,0,0,0,0,91.48936170212765,0.0
405,BRA,1948,1,41,0,1,0,0,0,0,0,0,0,79.04761904761905,0.0
406,BRA,1952,5,51,0,0,0,0,0,5,0,0,0,93.27731092436974,0.0
407,BRA,1956,3,30,0,0,0,0,0,3,0,0,0,98.4126984126984,0.0
408,BRA,1960,2,35,0,1,0,0,0,1,0,0,0,98.83720930232558,0.0
409,BRA,1964,1,17,0,1,0,0,0,0,0,0,0,98.46153846153847,0.0
410,BRA,1968,4,27,0,0,0,0,0,3,0,0,1,95.50561797752809,0.0
411,BRA,1972,2,44,0,0,0,0,0,2,0,0,0,93.26923076923077,0.0
412,BRA,1976,2,47,0,0,0,0,0,1,0,0,1,88.76404494382022,0.0
413,BRA,1980,8,72,0,0,0,0,0,2,0,0,6,87.24832214765101,0.0
414,BRA,1984,15,82,0,2,0,0,0,9,0,0,4,84.77157360406092,0.0
415,BRA,1988,10,106,0,0,0,0,0,6,0,0,4,77.58620689655173,0.0
416,BRA,1992,8,107,0,3,0,0,0,5,0,0,0,74.13793103448276,0.0
417,BRA,1996,22,93,0,6,0,0,0,7,0,0,9,72.8,0.0
418,BRA,2000,17,96,0,6,0,0,0,7,0,0,4,56.355932203389834,0.0
419,BRA,2004,22,133,0,8,0,0,0,3,0,0,11,49.685534591194966,0.0
420,BRA,2008,25,145,0,7,0,1,0,11,0,0,6,50.887573964497044,0.0
421,BRA,2012,28,138,0,8,0,0,0,17,0,0,3,52.94117647058824,0.0
422,BRA,2016,38,222,0,8,0,1,0,23,0,0,6,55.57461406518011,1.0
423,BRA,2020,41,159,0,19,0,0,0,12,3,0,7,57.21153846153846,0.0
424,BRA,2024,33,172,0,17,0,1,0,11,2,0,2,45.137157107231914,0.0
425,BRN,1984,0,8,0,0,0,0,0,0,0,0,0,100.0,0.0
426,BRN,1988,0,7,0,0,0,0,0,0,0,0,0,100.0,0.0
427,BRN,1992,0,10,0,0,0,0,0,0,0,0,0,100.0,0.0
428,BRN,1996,0,3,0,0,0,0,0,0,0,0,0,100.0,0.0
429,BRN,2000,0,4,0,0,0,0,0,0,0,0,0,50.0,0.0
430,BRN,2004,0,10,0,0,0,0,0,0,0,0,0,70.0,0.0
431,BRN,2008,0,11,0,0,0,0,0,0,0,0,0,80.0,0.0
432,BRN,2012,1,11,0,0,0,0,0,1,0,0,0,28.57142857142857,0.0
433,BRN,2016,5,20,0,0,0,0,0,5,0,0,0,60.60606060606061,0.0
434,BRN,2020,2,14,0,0,0,0,0,2,0,0,0,78.125,0.0
435,BRN,2024,9,13,0,0,0,0,0,9,0,0,0,46.666666666666664,0.0
436,BRU,1996,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
437,BRU,2000,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
438,BRU,2004,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
439,BRU,2012,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
440,BRU,2016,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
441,BRU,2020,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
442,BRU,2024,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
443,BUL,1924,0,12,0,0,0,0,0,0,0,0,0,100.0,0.0
444,BUL,1928,0,5,0,0,0,0,0,0,0,0,0,100.0,0.0
445,BUL,1932,0,1,0,0,0,0,0,0,0,0,0,100.0,0.0
446,BUL,1936,0,22,0,0,0,0,0,0,0,0,0,100.0,0.0
447,BUL,1952,1,34,0,0,0,0,0,1,0,0,0,67.59776536312849,0.0
448,BUL,1956,10,31,0,0,0,0,0,9,0,0,1,81.70731707317073,0.0
449,BUL,1960,12,66,0,0,0,0,0,12,0,0,0,78.02197802197803,0.0
450,BUL,1964,21,56,0,0,0,0,0,21,0,0,0,87.06896551724138,0.0
451,BUL,1968,17,69,0,0,0,0,0,15,0,0,2,79.8941798941799,0.0
452,BUL,1972,41,92,0,0,0,0,0,41,0,0,0,73.89380530973452,0.0
453,BUL,1976,43,108,0,1,0,0,0,42,0,0,0,65.35433070866141,0.0
454,BUL,1980,71,151,0,5,0,0,0,64,0,0,2,65.74307304785894,0.0
455,BUL,1988,64,120,0,0,0,0,2,61,0,0,1,56.58362989323843,0.0
456,BUL,1992,29,116,0,0,0,0,0,29,0,0,0,61.86440677966102,0.0
457,BUL,1996,28,89,0,0,0,0,2,26,0,0,0,70.71823204419888,0.0
458,BUL,2000,27,85,0,0,0,0,0,27,0,0,0,68.66666666666667,0.0
459,BUL,2004,17,94,0,0,0,0,1,16,0,0,0,56.30252100840336,0.0
460,BUL,2008,8,60,0,0,0,0,0,8,0,0,0,59.77011494252874,0.0
461,BUL,2012,3,56,0,0,0,0,0,3,0,0,0,52.0,0.0
462,BUL,2016,4,51,0,0,0,0,1,3,0,0,0,56.896551724137936,0.0
463,BUL,2020,13,46,0,0,0,0,6,7,0,0,0,42.857142857142854,0.0
464,BUL,2024,14,54,0,0,0,1,2,11,0,0,0,49.18032786885246,0.0
465,BUR,1972,0,1,0,0,0,0,0,0,0,0,0,100.0,0.0
466,BUR,1988,0,7,0,0,0,0,0,0,0,0,0,77.77777777777779,0.0
467,BUR,1992,0,4,0,0,0,0,0,0,0,0,0,100.0,0.0
468,BUR,1996,0,5,0,0,0,0,0,0,0,0,0,60.0,0.0
469,BUR,2000,0,4,0,0,0,0,0,0,0,0,0,75.0,0.0
470,BUR,2004,0,5,0,0,0,0,0,0,0,0,0,60.0,0.0
471,BUR,2008,0,6,0,0,0,0,0,0,0,0,0,50.0,0.0
472,BUR,2012,0,5,0,0,0,0,0,0,0,0,0,40.0,0.0
473,BUR,2016,0,5,0,0,0,0,0,0,0,0,0,60.0,0.0
474,BUR,2020,1,8,0,0,0,0,0,1,0,0,0,62.5,0.0
475,BUR,2024,0,8,0,0,0,0,0,0,0,0,0,62.5,0.0
476,CAF,1968,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
477,CAF,1984,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
478,CAF,1988,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
479,CAF,1992,0,16,0,0,0,0,0,0,0,0,0,0.0,0.0
480,CAF,1996,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
481,CAF,2000,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
482,CAF,2004,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
483,CAF,2008,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
484,CAF,2012,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
485,CAF,2016,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
486,CAF,2020,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
487,CAF,2024,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
488,CAM,1956,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
489,CAM,1964,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0
490,CAM,1972,0,14,0,0,0,0,0,0,0,0,0,0.0,0.0
491,CAM,1996,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
492,CAM,2000,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
493,CAM,2004,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
494,CAM,2008,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
495,CAM,2012,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
496,CAM,2016,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
497,CAM,2020,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
498,CAM,2024,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
499,CAN,1900,4,5,0,0,0,0,0,4,0,0,0,100.0,0.0
500,CAN,1904,14,15,0,0,3,0,0,5,3,0,3,100.0,0.0
501,CAN,1906,5,4,0,0,0,0,0,5,0,0,0,0.0,0.0
502,CAN,1908,23,42,0,0,3,0,0,19,0,0,1,100.0,0.0
503,CAN,1912,16,30,0,0,0,0,0,16,0,0,0,100.0,0.0
504,CAN,1920,17,39,0,0,3,0,0,14,0,0,0,100.0,0.0
505,CAN,1924,7,39,0,0,0,0,0,7,0,0,0,100.0,0.0
506,CAN,1928,26,49,0,0,0,0,0,26,0,0,0,88.78504672897196,0.0
507,CAN,1932,24,69,0,0,0,0,0,20,0,0,4,82.5503355704698,0.0
508,CAN,1936,14,69,0,2,0,0,0,12,0,0,0,83.53658536585365,0.0
509,CAN,1948,6,83,0,0,0,0,0,4,0,0,2,82.97872340425532,0.0
510,CAN,1952,7,74,0,0,0,0,0,7,0,0,0,83.11688311688312,0.0
511,CAN,1956,10,84,0,0,0,0,1,8,0,0,1,77.33333333333333,0.0
512,CAN,1960,2,77,0,0,0,0,0,2,0,0,0,77.14285714285715,0.0
513,CAN,1964,8,92,0,0,0,0,0,8,0,0,0,77.31958762886599,0.0
514,CAN,1968,10,124,0,0,0,0,0,7,0,0,3,72.85223367697594,0.0
515,CAN,1972,7,136,0,0,0,0,0,6,0,0,1,68.6046511627907,0.0
516,CAN,1976,15,173,0,0,0,0,0,13,0,0,2,62.14689265536724,1.0
517,CAN,1984,82,193,0,0,4,0,6,64,0,0,8,61.01398601398601,0.0
518,CAN,1988,18,193,0,0,6,0,0,10,0,0,2,64.01590457256461,0.0
519,CAN,1992,36,199,0,0,5,0,0,29,0,0,2,56.40449438202248,0.0
520,CAN,1996,39,189,0,1,2,0,1,28,0,0,7,50.49019607843137,0.0
521,CAN,2000,23,175,0,0,1,1,5,10,3,0,3,46.91943127962085,0.0
522,CAN,2004,24,151,0,0,0,0,5,12,0,0,7,51.150895140664964,0.0
523,CAN,2008,34,185,0,0,0,2,8,17,2,0,5,58.12917594654788,0.0
524,CAN,2012,25,179,0,0,0,0,5,18,0,0,2,41.24293785310734,0.0
525,CAN,2016,33,175,0,0,0,0,5,23,1,0,4,37.28395061728395,0.0
526,CAN,2020,44,198,0,0,1,0,2,31,7,0,3,38.1139489194499,0.0
527,CAN,2024,51,193,0,2,3,1,1,36,7,0,1,43.30855018587361,0.0
528,CAY,1976,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
529,CAY,1984,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
530,CAY,1988,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
531,CAY,1992,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
532,CAY,1996,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
533,CAY,2000,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
534,CAY,2004,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
535,CAY,2008,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
536,CAY,2012,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
537,CAY,2016,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
538,CAY,2020,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
539,CAY,2024,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
540,CGO,1964,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
541,CGO,1972,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
542,CGO,1980,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
543,CGO,1984,0,10,0,0,0,0,0,0,0,0,0,0.0,0.0
544,CGO,1988,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
545,CGO,1992,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
546,CGO,1996,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
547,CGO,2000,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
548,CGO,2004,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
549,CGO,2008,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
550,CGO,2012,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
551,CGO,2016,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
552,CGO,2020,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
553,CGO,2024,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
554,CHA,1964,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
555,CHA,1968,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
556,CHA,1972,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
557,CHA,1984,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
558,CHA,1988,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
559,CHA,1992,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
560,CHA,1996,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
561,CHA,2000,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
562,CHA,2004,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0
563,CHA,2008,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
564,CHA,2012,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
565,CHA,2016,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
566,CHA,2020,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
567,CHA,2024,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
568,CHI,1912,0,16,0,0,0,0,0,0,0,0,0,100.0,0.0
569,CHI,1920,0,2,0,0,0,0,0,0,0,0,0,100.0,0.0
570,CHI,1924,0,12,0,0,0,0,0,0,0,0,0,100.0,0.0
571,CHI,1928,2,22,0,0,0,0,0,2,0,0,0,100.0,0.0
572,CHI,1936,0,27,0,0,0,0,0,0,0,0,0,98.21428571428571,0.0
573,CHI,1948,0,31,0,0,0,0,0,0,0,0,0,88.88888888888889,0.0
574,CHI,1952,4,33,0,0,0,0,0,0,0,0,4,93.90243902439023,0.0
575,CHI,1956,6,22,0,0,0,0,0,6,0,0,0,95.34883720930233,0.0
576,CHI,1960,0,8,0,0,0,0,0,0,0,0,0,88.88888888888889,0.0
577,CHI,1964,0,13,0,0,0,0,0,0,0,0,0,100.0,0.0
578,CHI,1968,0,19,0,0,0,0,0,0,0,0,0,92.0,0.0
579,CHI,1972,0,9,0,0,0,0,0,0,0,0,0,84.61538461538461,0.0
580,CHI,1976,0,8,0,0,0,0,0,0,0,0,0,100.0,0.0
581,CHI,1984,0,25,0,0,0,0,0,0,0,0,0,93.75,0.0
582,CHI,1988,2,14,0,0,0,0,0,2,0,0,0,95.65217391304348,0.0
583,CHI,1992,0,12,0,0,0,0,0,0,0,0,0,80.0,0.0
584,CHI,1996,0,18,0,0,0,0,0,0,0,0,0,75.0,0.0
585,CHI,2000,1,28,0,0,0,0,0,0,0,0,1,86.20689655172413,0.0
586,CHI,2004,6,25,0,0,0,0,0,0,0,0,6,72.41379310344827,0.0
587,CHI,2008,2,26,0,0,0,0,0,0,0,0,2,75.86206896551724,0.0
588,CHI,2012,0,36,0,0,0,0,0,0,0,0,0,59.09090909090909,0.0
589,CHI,2016,0,36,0,0,0,0,0,0,0,0,0,55.319148936170215,0.0
590,CHI,2020,0,37,0,0,0,0,0,0,0,0,0,31.746031746031743,0.0
591,CHI,2024,5,38,0,0,0,0,0,5,0,0,0,61.53846153846154,0.0
592,CHN,1932,0,2,0,0,0,0,0,0,0,0,0,100.0,0.0
593,CHN,1936,0,27,0,0,0,0,0,0,0,0,0,95.38461538461539,0.0
594,CHN,1948,0,12,0,0,0,0,0,0,0,0,0,96.96969696969697,0.0
595,CHN,1952,0,1,0,0,0,0,0,0,0,0,0,100.0,0.0
596,CHN,1984,60,105,0,4,0,2,6,48,0,0,0,61.91950464396285,0.0
597,CHN,1988,42,150,0,1,0,8,10,23,0,0,0,54.56674473067916,0.0
598,CHN,1992,95,144,0,2,0,16,11,64,0,0,2,47.96954314720812,0.0
599,CHN,1996,92,155,0,2,2,20,10,56,0,0,2,40.8675799086758,0.0
600,CHN,2000,111,163,0,0,0,27,21,62,0,0,1,38.405797101449274,0.0
601,CHN,2004,132,204,0,3,0,28,21,73,0,0,7,38.803088803088805,0.0
602,CHN,2008,203,257,0,3,1,34,33,126,0,0,6,51.50684931506849,1.0
603,CHN,2012,170,206,0,0,3,36,27,96,0,0,8,44.258872651356995,0.0
604,CHN,2016,126,209,0,3,4,25,25,63,1,0,5,40.88176352705411,0.0
605,CHN,2020,175,229,0,13,0,27,31,85,15,0,4,35.88850174216028,0.0
606,CHN,2024,184,237,0,15,1,30,39,82,9,0,8,38.841567291311755,0.0
607,CIV,1964,0,10,0,0,0,0,0,0,0,0,0,100.0,0.0
608,CIV,1968,0,7,0,0,0,0,0,0,0,0,0,100.0,0.0
609,CIV,1972,0,7,0,0,0,0,0,0,0,0,0,100.0,0.0
610,CIV,1976,0,8,0,0,0,0,0,0,0,0,0,81.81818181818183,0.0
611,CIV,1984,2,14,0,0,0,0,0,2,0,0,0,94.44444444444444,0.0
612,CIV,1988,0,10,0,0,0,0,0,0,0,0,0,41.37931034482759,0.0
613,CIV,1992,0,11,0,0,0,0,0,0,0,0,0,55.55555555555556,0.0
614,CIV,1996,0,8,0,0,0,0,0,0,0,0,0,92.3076923076923,0.0
615,CIV,2000,0,12,0,0,0,0,0,0,0,0,0,50.0,0.0
616,CIV,2004,0,5,0,0,0,0,0,0,0,0,0,40.0,0.0
617,CIV,2008,0,7,0,0,0,0,0,0,0,0,0,90.9090909090909,0.0
618,CIV,2012,0,10,0,0,0,0,0,0,0,0,0,40.0,0.0
619,CIV,2016,4,12,0,0,0,4,0,0,0,0,0,40.0,0.0
620,CIV,2020,1,11,0,0,0,1,0,0,0,0,0,78.125,0.0
621,CIV,2024,1,11,0,0,0,1,0,0,0,0,0,22.22222222222222,0.0
622,CMR,1964,0,2,0,0,0,0,0,0,0,0,0,100.0,0.0
623,CMR,1968,2,5,0,0,0,0,0,2,0,0,0,100.0,0.0
624,CMR,1972,0,12,0,0,0,0,0,0,0,0,0,100.0,0.0
625,CMR,1976,0,1,0,0,0,0,0,0,0,0,0,100.0,0.0
626,CMR,1980,0,23,0,0,0,0,0,0,0,0,0,86.20689655172413,0.0
627,CMR,1984,1,32,0,0,0,0,0,1,0,0,0,89.28571428571429,0.0
628,CMR,1988,0,21,0,0,0,0,0,0,0,0,0,80.95238095238095,0.0
629,CMR,1992,0,9,0,0,0,0,0,0,0,0,0,33.33333333333333,0.0
630,CMR,1996,0,13,0,0,0,0,0,0,0,0,0,68.42105263157895,0.0
631,CMR,2000,3,14,0,0,0,0,0,0,0,0,3,71.7948717948718,0.0
632,CMR,2004,3,15,0,0,0,0,0,3,0,0,0,52.63157894736842,0.0
633,CMR,2008,3,16,0,0,0,0,0,3,0,0,0,78.125,0.0
634,CMR,2012,0,16,0,0,0,0,0,0,0,0,0,31.25,0.0
635,CMR,2016,0,13,0,0,0,0,0,0,0,0,0,22.727272727272727,0.0
636,CMR,2020,0,12,0,0,0,0,0,0,0,0,0,41.66666666666667,0.0
637,CMR,2024,0,6,0,0,0,0,0,0,0,0,0,33.33333333333333,0.0
638,COD,1968,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
639,COD,1984,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
640,COD,1988,0,15,0,0,0,0,0,0,0,0,0,0.0,0.0
641,COD,1992,0,14,0,0,0,0,0,0,0,0,0,0.0,0.0
642,COD,1996,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
643,COD,2000,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
644,COD,2004,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
645,COD,2008,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0
646,COD,2012,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
647,COD,2016,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
648,COD,2020,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0
649,COD,2024,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0
650,COK,1988,0,8,0,0,0,0,0,0,0,0,0,0.0,0.0
651,COK,1992,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
652,COK,1996,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
653,COK,2000,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
654,COK,2004,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0
655,COK,2008,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0
656,COK,2012,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
657,COK,2016,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
658,COK,2020,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0
659,COK,2024,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0
660,COL,1900,2,1,0,0,0,0,0,0,0,0,2,100.0,0.0
661,COL,1932,0,2,0,0,0,0,0,0,0,0,0,100.0,0.0
662,COL,1936,0,5,0,0,0,0,0,0,0,0,0,100.0,0.0
663,COL,1948,0,6,0,0,0,0,0,0,0,0,0,100.0,0.0
664,COL,1956,0,23,0,0,0,0,0,0,0,0,0,100.0,0.0
665,COL,1960,0,13,0,0,0,0,0,0,0,0,0,100.0,0.0
666,COL,1964,0,19,0,0,0,0,0,0,0,0,0,100.0,0.0
667,COL,1968,0,33,0,0,0,0,0,0,0,0,0,80.0,0.0
668,COL,1972,4,39,0,0,0,0,0,4,0,0,0,84.0,0.0
669,COL,1976,0,30,0,0,0,0,0,0,0,0,0,86.36363636363636,0.0
670,COL,1980,0,7,0,0,0,0,0,0,0,0,0,100.0,0.0
671,COL,1984,2,34,0,0,0,0,0,2,0,0,0,93.75,0.0
672,COL,1988,1,34,0,0,0,0,0,1,0,0,0,73.68421052631578,0.0
673,COL,1992,1,31,0,0,0,0,0,1,0,0,0,95.08196721311475,0.0
674,COL,1996,0,44,0,0,0,0,0,0,0,0,0,75.80645161290323,0.0
675,COL,2000,3,45,0,0,0,0,0,3,0,0,0,55.55555555555556,0.0
676,COL,2004,2,59,0,0,0,0,0,1,0,0,1,60.56338028169014,0.0
677,COL,2008,3,74,0,0,0,0,0,3,0,0,0,63.33333333333333,0.0
678,COL,2012,13,81,0,0,0,1,0,6,0,0,6,46.666666666666664,0.0
679,COL,2016,16,85,0,0,0,0,0,12,0,0,4,51.59235668789809,0.0
680,COL,2020,9,57,0,0,0,0,0,6,0,0,3,68.83116883116884,0.0
681,COL,2024,7,66,0,2,0,0,0,5,0,0,0,42.857142857142854,0.0
